Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18116420507,"Apr 15, 2026, 9:47:05 AM",Afternoon Run,Run,Up + ~540 × 6,2282,4.23,191.0,33,false,,,activities/19218330861.fit.gz,,,2282.0,1350.0,4230.7,4.929,3.134,42.2,44.0,11.1,14.8,8.3,-0.1,,,83.0,79.0,191.0,159.0,,,236.0,,,33.0,,,,,,,,,,,0.0,,0.0,,1.0,4320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.854,0.0,,,,3538.0,0.0,,,,3.2,,,0.0,0.0,,,,0.0,,,,""
18076882274,"Apr 12, 2026, 9:20:19 AM",Afternoon Run,Run,,3156,7.43,170.0,62,false,,,activities/19178466045.fit.gz,,,3156.0,3049.0,7431.1,3.15,2.437,17.9,21.1,10.6,18.5,3.1,-0.1,,,81.0,78.0,170.0,155.0,,,478.0,,,62.0,,,,,,,,,,,,,0.0,,1.0,7438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.355,0.0,,,,7942.0,0.0,,,,2.439,,,,,,,,,,,,""
18060514609,"Apr 11, 2026, 1:14:44 AM",Morning Workout,Workout,,3642,0,137.0,8,false,,,activities/19161883527.fit.gz,,,3642.0,3642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,137.0,103.0,,,234.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18051339376,"Apr 10, 2026, 8:50:20 AM",Afternoon Run,Run,Up + tempo,1583,4.00,187.0,34,false,,,activities/19152646731.fit.gz,,,1583.0,1313.0,4007.1,4.58,3.052,42.5,51.6,10.3,24.9,7.8,-0.2,,,84.0,79.0,187.0,160.0,,,226.0,,,34.0,,,,,,,,,,,0.0,,0.0,,1.0,4071.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.531,0.0,,,,3410.0,0.0,,,,3.101,,,0.0,0.0,,,,0.0,,,,""
18026828242,"Apr 8, 2026, 12:43:51 PM",Evening Run,Run,400 × 6 + down,1355,2.59,192.0,24,false,,,activities/19127902813.fit.gz,,,1355.0,657.0,2592.3,4.983,3.946,6.9,2.6,9.1,13.7,16.0,0.1,,,86.0,81.0,192.0,170.0,,,122.0,,,24.0,,,,,,,,,,,0.0,,0.0,,1.0,2606.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.913,0.0,,,,1752.0,0.0,,,,3.97,,,0.0,0.0,,,,0.0,,,,""
18026826432,"Apr 8, 2026, 12:32:25 PM",Evening Run,Run,Up,567,1.25,148.0,2,false,,,activities/19127901112.fit.gz,,,567.0,496.0,1250.6,4.12,2.521,3.1,14.6,10.0,22.6,50.0,-0.8,,,82.0,79.0,148.0,136.0,,,73.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,1248.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.206,0.0,,,,1294.0,0.0,,,,2.538,,,0.0,0.0,,,,0.0,,,,""
17981432121,"Apr 4, 2026, 11:51:41 PM",Morning Run,Run,,2000,5.01,181.0,49,false,,,activities/19081850502.fit.gz,,,2000.0,1939.0,5009.3,4.82,2.583,16.4,20.1,8.9,18.1,4.3,-0.1,,,81.0,78.0,181.0,161.0,,,328.0,,,49.0,,,,,,,,,,,,,0.0,,1.0,5027.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.505,433.0,,,,4996.0,0.0,,,,2.593,,,,,,,,,,,,""
17969229182,"Apr 4, 2026, 1:02:50 AM",Morning Workout,Workout,,3250,0,134.0,7,false,,,activities/19069518230.fit.gz,,,3250.0,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,134.0,99.0,,,192.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17960027020,"Apr 3, 2026, 10:08:19 AM",Evening Run,Run,Tempo,915,3.00,193.0,49,false,,,activities/19060251534.fit.gz,,,915.0,915.0,3003.3,3.95,3.282,9.4,4.7,9.1,16.3,3.2,0.1,,,82.0,78.0,193.0,181.0,,,181.0,,,49.0,,,,,,,,,,,0.0,,0.0,,1.0,3016.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.282,0.0,,,,2358.0,0.0,,,,3.297,,,0.0,0.0,,,,0.0,,,,""
17960026987,"Apr 3, 2026, 9:55:35 AM",Afternoon Run,Run,Warmup,666,1.62,156.0,6,false,,,activities/19060251452.fit.gz,,,666.0,658.0,1627.8,3.18,2.474,3.1,10.0,10.2,18.3,5.2,-0.5,,,93.0,78.0,156.0,141.0,,,102.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,1613.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.444,0.0,,,,1712.0,0.0,,,,2.452,,,0.0,0.0,,,,0.0,,,,""
17937386231,"Apr 1, 2026, 12:04:41 PM",Evening Run,Run,Up + 400 × 6 + down,3098,4.46,188.0,27,false,,,activities/19037463488.fit.gz,,,3098.0,1445.0,4465.5,5.45,3.09,16.6,14.0,9.3,20.1,38.0,0.1,,,87.0,79.0,188.0,155.0,,,233.0,,,27.0,,,,,,,,,,,0.0,,0.0,,1.0,4506.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.441,0.0,,,,3762.0,0.0,,,,3.119,,,0.0,0.0,,,,0.0,,,,""
17901190556,"Mar 29, 2026, 12:58:48 PM",Evening Run,Run,Laze,1305,3.18,166.0,23,false,,,activities/19000957075.fit.gz,,,1305.0,1305.0,3186.1,5.96,2.441,13.1,11.8,13.1,19.7,2.9,0.0,,,83.0,79.0,166.0,152.0,,,209.0,,,23.0,,,,,,,,,,,0.0,,0.0,,1.0,3193.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.441,0.0,,,,3408.0,0.0,,,,2.447,,,0.0,0.0,,,,0.0,,,,""
17883318985,"Mar 28, 2026, 1:19:29 AM",Morning Workout,Workout,,4430,0,144.0,11,false,,,activities/18982881548.fit.gz,,,4430.0,4430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,144.0,104.0,,,286.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17872515581,"Mar 27, 2026, 12:15:54 AM",Morning Run,Run,Warmup + tempo,1526,4.00,193.0,38,false,,,activities/18972015046.fit.gz,,,1526.0,1265.0,4005.3,4.833,3.166,5.3,3.2,11.4,14.7,2.8,0.0,,,82.0,77.0,193.0,164.0,,,227.0,,,38.0,,,,,,,,,,,0.0,,0.0,,1.0,4011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.625,431.8,,,,3212.0,0.0,,,,3.171,,,0.0,0.0,,,,0.0,,,,""
17851293062,"Mar 25, 2026, 10:06:57 AM",Evening Run,Run,400 × 6,1140,2.41,191.0,19,false,,,activities/18950777707.fit.gz,,,1140.0,606.0,2417.2,5.12,3.989,2.6,2.6,9.3,12.0,2.7,0.0,,,85.0,79.0,191.0,166.0,,,111.0,,,19.0,,,,,,,,,,,0.0,,0.0,,1.0,2419.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.0,,,,1576.0,0.0,,,,3.992,,,0.0,0.0,,,,0.0,,,,""
17851287858,"Mar 25, 2026, 9:54:42 AM",Afternoon Run,Run,Warmup,562,1.10,148.0,1,false,,,activities/18950772557.fit.gz,,,562.0,416.0,1106.5,3.45,2.66,3.5,10.7,10.2,18.3,5.2,-0.7,,,84.0,79.0,148.0,129.0,,,56.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,1093.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.969,0.0,,,,1086.0,0.0,,,,2.628,,,0.0,0.0,,,,0.0,,,,""
17812747438,"Mar 22, 2026, 9:39:51 AM",Afternoon Run,Run,,2123,5.01,170.0,37,false,,,activities/18912008006.fit.gz,,,2123.0,2023.0,5009.4,4.143,2.476,9.7,8.6,11.4,19.3,3.2,0.0,,,80.0,77.0,170.0,152.0,,,318.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,5022.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,406.3,,,,5172.0,0.0,,,,2.483,,,,,,,,,,,,""
17790446041,"Mar 20, 2026, 11:55:47 AM",Evening Run,Run,Warmup + tempo,2205,5.60,192.0,58,false,,,activities/18889474628.fit.gz,,,2205.0,1905.0,5608.4,4.24,2.944,21.4,21.3,9.3,19.5,6.5,0.0,,,84.0,77.0,192.0,165.0,,,334.0,,,58.0,,,,,,,,,,,0.0,,0.0,,1.0,5629.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.543,0.0,,,,4848.0,0.0,,,,2.955,,,0.0,0.0,,,,0.0,,,,""
17764378190,"Mar 18, 2026, 9:46:52 AM",Afternoon Run,Run,400 × 6,1164,2.40,185.0,19,false,,,activities/18863267611.fit.gz,,,1164.0,617.0,2403.6,5.233,3.896,8.5,11.8,13.0,17.8,25.3,-0.2,,,110.0,79.0,185.0,166.0,,,114.0,,,19.0,,,,,,,,,,,0.0,,0.0,,1.0,2425.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.065,0.0,,,,1600.0,0.0,,,,3.932,,,0.0,0.0,,,,0.0,,,,""
17764378095,"Mar 18, 2026, 9:37:52 AM",Afternoon Run,Run,Warmup,490,1.26,156.0,4,false,,,activities/18863267556.fit.gz,,,490.0,490.0,1262.9,3.525,2.577,2.8,3.8,13.0,17.8,3.3,-0.1,,,81.0,77.0,156.0,141.0,,,73.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,1266.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.577,0.0,,,,1248.0,0.0,,,,2.584,,,0.0,0.0,,,,0.0,,,,""
17728209335,"Mar 15, 2026, 9:12:16 AM",Afternoon Run,Run,,2004,5.00,176.0,51,false,,,activities/18826921785.fit.gz,,,2004.0,1939.0,5008.4,3.475,2.583,18.6,21.2,8.9,17.4,4.4,-0.1,,,79.0,76.0,176.0,162.0,,,324.0,,,51.0,,,,,,,,,,,,,0.0,,1.0,5039.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.499,427.6,,,,4884.0,0.0,,,,2.599,,,,,,,,,,,,""
17714385338,"Mar 14, 2026, 1:19:39 AM",Morning Workout,Workout,,2580,0,131.0,6,false,,,activities/18812939842.fit.gz,,,2580.0,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,131.0,101.0,,,161.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17705920260,"Mar 13, 2026, 9:11:02 AM",Afternoon Run,Run,Tempo,910,3.00,192.0,47,false,,,activities/18804446045.fit.gz,,,910.0,907.0,3002.1,4.7,3.31,3.2,3.2,11.4,14.7,1.0,0.0,,,81.0,76.0,192.0,179.0,,,179.0,,,47.0,,,,,,,,,,,0.0,,0.0,,1.0,3004.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299,0.0,,,,2288.0,0.0,,,,3.312,,,0.0,0.0,,,,0.0,,,,""
17705807292,"Mar 13, 2026, 8:59:06 AM",Afternoon Run,Run,Warmup,539,1.00,146.0,1,false,,,activities/18804332584.fit.gz,,,539.0,416.0,1006.1,3.0,2.419,0.0,5.1,12.4,18.0,4.0,-0.4,,,79.0,78.0,146.0,131.0,,,57.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,998.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.867,207.5,,,,1062.0,0.0,,,,2.401,,,0.0,0.0,,,,0.0,,,,""
17684753706,"Mar 11, 2026, 12:42:23 PM",Evening Run,Run,400 × 6,1396,2.41,184.0,17,false,,,activities/18783187179.fit.gz,,,1396.0,590.0,2411.3,5.48,4.087,6.7,0.0,9.3,16.2,14.9,0.2,,,85.0,81.0,184.0,165.0,,,105.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,2429.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.727,0.0,,,,1576.0,0.0,,,,4.118,,,0.0,0.0,,,,0.0,,,,""
17684747593,"Mar 11, 2026, 12:27:17 PM",Evening Run,Run,Warmup,762,1.66,154.0,5,false,,,activities/18783180991.fit.gz,,,762.0,748.0,1660.4,3.08,2.22,3.5,12.3,10.2,22.0,5.3,-0.7,,,100.0,76.0,154.0,140.0,,,106.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,1651.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.179,0.0,,,,1892.0,0.0,,,,2.208,,,0.0,0.0,,,,0.0,,,,""
17645742116,"Mar 8, 2026, 9:40:18 AM",Afternoon Run,Run,,3657,8.50,175.0,74,false,,,activities/18743929028.fit.gz,,,3657.0,3544.0,8501.7,3.42,2.399,20.3,24.1,10.8,18.6,3.1,0.0,,,80.0,77.0,175.0,156.0,,,547.0,,,74.0,,,,,,,,,,,,,0.0,,1.0,8514.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.325,1587.3,,,,9068.0,0.0,,,,2.402,,,,,,,,,,,,""
17630974642,"Mar 7, 2026, 1:37:04 AM",Morning Workout,Workout,,4181,0,146.0,11,false,,,activities/18728989653.fit.gz,,,4181.0,4181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,146.0,107.0,,,281.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17599954069,"Mar 4, 2026, 12:20:19 PM",Evening Run,Run,400 × 6,977,2.40,194.0,29,false,,,activities/18697882980.fit.gz,,,977.0,640.0,2407.8,4.933,3.762,2.6,2.6,9.3,12.0,2.6,0.0,,,80.0,77.0,194.0,176.0,,,123.0,,,29.0,,,,,,,,,,,0.0,,0.0,,1.0,2410.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.464,0.0,,,,1610.0,0.0,,,,3.767,,,0.0,0.0,,,,0.0,,,,""
17599954104,"Mar 4, 2026, 12:08:57 PM",Evening Run,Run,Warmup,514,1.09,148.0,2,false,,,activities/18697882968.fit.gz,,,514.0,471.0,1092.9,2.767,2.32,2.9,10.0,10.2,18.1,2.0,-0.7,,,79.0,77.0,148.0,133.0,,,63.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,1078.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.126,0.0,,,,1198.0,0.0,,,,2.289,,,0.0,0.0,,,,0.0,,,,""
17559528331,"Mar 1, 2026, 1:36:43 AM",Morning Run,Run,,1670,4.00,173.0,38,false,,,activities/18657200610.fit.gz,,,1670.0,1628.0,4004.2,3.683,2.46,7.4,8.9,10.4,17.9,5.6,0.0,,,79.0,76.0,173.0,158.0,,,256.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,4010.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.398,418.4,,,,4128.0,0.0,,,,2.464,,,,,,,,,,,,""
17547668904,"Feb 28, 2026, 1:08:33 AM",Morning Workout,Workout,,2110,0,124.0,4,false,,,activities/18645216400.fit.gz,,,2110.0,2110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,124.0,99.0,,,125.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17525155451,"Feb 26, 2026, 12:50:17 AM",Morning Run,Run,Tempo,887,3.00,197.0,48,false,,,activities/18622604323.fit.gz,,,887.0,887.0,3005.7,4.4,3.389,3.6,3.1,11.0,14.7,1.2,0.0,,,80.0,76.0,197.0,182.0,,,175.0,,,48.0,,,,,,,,,,,0.0,,0.0,,1.0,3009.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.389,0.0,,,,2254.0,0.0,,,,3.393,,,0.0,0.0,,,,0.0,,,,""
17525155525,"Feb 26, 2026, 12:40:23 AM",Morning Run,Run,Warmup,402,0.90,146.0,1,false,,,activities/18622604357.fit.gz,,,402.0,373.0,903.5,3.3,2.422,0.0,4.7,12.4,20.9,3.2,-0.7,,,79.0,76.0,146.0,131.0,,,51.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,897.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.248,225.5,,,,932.0,0.0,,,,2.405,,,0.0,0.0,,,,0.0,,,,""
17516650317,"Feb 24, 2026, 1:40:12 AM",Morning Workout,Workout,,2437,0,141.0,6,false,,,activities/18614076340.fit.gz,,,2437.0,2437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,141.0,104.0,,,161.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17491976754,"Feb 23, 2026, 9:24:47 AM",Afternoon Run,Run,400 × 6,1257,2.40,189.0,27,false,,,activities/18589336001.fit.gz,,,1257.0,607.0,2399.3,5.2,3.953,0.0,0.0,9.3,10.2,0.9,0.0,,,83.0,78.0,189.0,175.0,,,113.0,,,27.0,,,,,,,,,,,0.0,,0.0,,1.0,2399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.909,0.0,,,,1552.0,0.0,,,,3.952,,,0.0,0.0,,,,0.0,,,,""
17491976772,"Feb 23, 2026, 9:09:46 AM",Afternoon Run,Run,Warmup,754,1.69,169.0,10,false,,,activities/18589335980.fit.gz,,,754.0,704.0,1692.9,3.414,2.405,3.8,10.7,10.2,19.6,8.9,-0.6,,,79.0,76.0,169.0,150.0,,,106.0,,,10.0,,,,,,,,,,,0.0,,0.0,,1.0,1684.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.245,0.0,,,,1780.0,0.0,,,,2.392,,,0.0,0.0,,,,0.0,,,,""
17467071654,"Feb 21, 2026, 1:06:36 AM",Morning Workout,Workout,,3424,0,143.0,9,false,,,activities/18564248022.fit.gz,,,3424.0,3424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,143.0,110.0,,,246.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17459940358,"Feb 20, 2026, 10:03:08 AM",Evening Run,Run,,1707,4.00,164.0,22,false,,,activities/18557105285.fit.gz,,,1707.0,1680.0,4000.8,2.94,2.381,15.7,17.2,9.3,19.0,6.1,-0.1,,,79.0,75.0,164.0,148.0,,,249.0,,,22.0,,,,,,,,,,,,,0.0,,1.0,4010.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.344,0.0,,,,4222.0,0.0,,,,2.387,,,,,,,,,,,,""
17400764819,"Feb 15, 2026, 12:18:19 AM",Morning Run,Run,,3419,8.00,172.0,70,false,,,activities/18497673579.fit.gz,,,3419.0,3255.0,8002.6,3.66,2.459,22.3,21.2,10.9,18.9,3.4,0.0,,,79.0,77.0,172.0,157.0,,,502.0,,,70.0,,,,,,,,,,,,,0.0,,1.0,8026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.341,1384.6,,,,8288.0,0.0,,,,2.466,,,,,,,,,,,,""
17390016315,"Feb 14, 2026, 1:36:39 AM",Morning Workout,Workout,,2744,0,130.0,6,false,,,activities/18486836573.fit.gz,,,2744.0,2744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,130.0,100.0,,,164.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17382249130,"Feb 13, 2026, 9:55:38 AM",Afternoon Run,Run,400 × 6,1077,2.40,185.0,17,false,,,activities/18479050555.fit.gz,,,1077.0,593.0,2400.8,4.878,4.049,2.5,2.5,9.3,12.0,2.7,0.0,,,83.0,79.0,185.0,164.0,,,104.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,2402.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.229,0.0,,,,1546.0,0.0,,,,4.052,,,0.0,0.0,,,,0.0,,,,""
17382249176,"Feb 13, 2026, 9:41:42 AM",Afternoon Run,Run,Warmup,546,1.24,151.0,2,false,,,activities/18479050496.fit.gz,,,546.0,526.0,1248.7,3.457,2.374,0.0,5.8,10.2,17.0,18.3,-0.5,,,78.0,75.0,151.0,133.0,,,73.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,1239.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.287,0.0,,,,1314.0,0.0,,,,2.356,,,0.0,0.0,,,,0.0,,,,""
17382248589,"Feb 11, 2026, 12:52:32 AM",Morning Workout,Workout,,2768,0,130.0,7,false,,,activities/18479049929.fit.gz,,,2768.0,2768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,130.0,110.0,,,200.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17348506753,"Feb 10, 2026, 9:53:57 AM",Afternoon Run,Run,Felt like shit,113,0.41,160.0,1,false,,,activities/18445219232.fit.gz,,,113.0,113.0,409.8,4.157,3.627,0.0,0.0,9.3,10.0,0.7,0.1,,,82.0,79.0,160.0,142.0,,,18.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,410.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.627,0.0,,,,304.0,0.0,,,,3.635,,,0.0,0.0,,,,0.0,,,,""
17348506754,"Feb 10, 2026, 9:36:51 AM",Afternoon Run,Run,Warump,841,1.69,163.0,5,false,,,activities/18445219317.fit.gz,,,841.0,730.0,1696.8,3.657,2.324,0.0,6.8,10.5,17.9,10.8,-0.3,,,91.0,77.0,163.0,140.0,,,102.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,1689.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.018,0.0,,,,1870.0,0.0,,,,2.315,,,0.0,0.0,,,,0.0,,,,""
17325787674,"Feb 8, 2026, 9:29:01 AM",Afternoon Run,Run,,2151,5.00,175.0,39,false,,,activities/18422305688.fit.gz,,,2151.0,2076.0,5005.1,6.1,2.411,28.1,29.4,7.7,19.3,13.0,0.0,,,103.0,77.0,175.0,155.0,,,321.0,,,39.0,,,,,,,,,,,,,0.0,,1.0,5057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.327,0.0,,,,5238.0,0.0,,,,2.436,,,,,,,,,,,,""
17313696923,"Feb 7, 2026, 12:48:14 AM",Morning Workout,Workout,,3237,0,131.0,7,false,,,activities/18410049023.fit.gz,,,3237.0,3237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,131.0,99.0,,,187.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17305921522,"Feb 6, 2026, 11:46:12 AM",Evening Run,Run,Tempo,962,3.01,187.0,36,false,,,activities/18402221431.fit.gz,,,962.0,928.0,3009.6,4.188,3.243,9.5,5.4,9.3,16.4,4.3,0.2,,,79.0,76.0,187.0,172.0,,,170.0,,,36.0,,,,,,,,,,,0.0,,0.0,,1.0,3031.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.128,0.0,,,,2344.0,0.0,,,,3.266,,,0.0,0.0,,,,0.0,,,,""
17305921663,"Feb 6, 2026, 11:34:41 AM",Evening Run,Run,Warmup,529,1.07,145.0,1,false,,,activities/18402221551.fit.gz,,,529.0,472.0,1074.5,2.867,2.276,3.5,9.9,10.2,17.7,4.1,-0.7,,,81.0,77.0,145.0,130.0,,,60.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,1063.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.031,0.0,,,,1192.0,0.0,,,,2.252,,,0.0,0.0,,,,0.0,,,,""
17279173900,"Feb 4, 2026, 1:25:32 AM",Morning Workout,Workout,,3020,0,132.0,6,false,,,activities/18375255274.fit.gz,,,3020.0,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,132.0,93.0,,,151.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17271603400,"Feb 3, 2026, 12:52:26 PM",Evening Run,Run,400 × 6,1148,2.41,187.0,18,false,,,activities/18367680578.fit.gz,,,1148.0,588.0,2409.0,5.633,4.097,2.6,0.0,9.3,12.0,3.0,0.1,,,114.0,79.0,187.0,166.0,,,106.0,,,18.0,,,,,,,,,,,0.0,,0.0,,1.0,2414.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.098,0.0,,,,1540.0,0.0,,,,4.106,,,0.0,0.0,,,,0.0,,,,""
17271603388,"Feb 3, 2026, 12:35:41 PM",Evening Run,Run,Warmup,764,1.65,154.0,4,false,,,activities/18367680450.fit.gz,,,764.0,731.0,1652.8,2.98,2.261,0.0,7.4,10.2,18.4,4.5,-0.5,,,79.0,76.0,154.0,139.0,,,103.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,1639.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.163,0.0,,,,1900.0,0.0,,,,2.242,,,0.0,0.0,,,,0.0,,,,""
17244456498,"Feb 1, 2026, 12:22:40 AM",Morning Run,Run,,3956,9.00,182.0,112,false,,,activities/18340240505.fit.gz,,,3956.0,3704.0,9002.7,4.06,2.431,27.3,25.2,4.2,19.4,38.7,0.0,,,81.0,77.0,182.0,165.0,,,598.0,,,112.0,,,,,,,,,,,,,0.0,,1.0,9082.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.276,580.1,,,,9406.0,0.0,,,,2.452,,,,,,,,,,,,""
